ID,NU_NOTA_LC
2449,667.702514230733
2450,469.35532764609934
2451,482.325562314957
2452,555.1045167295107
2453,454.8550288910284
2454,625.3278139249127
2455,600.1671857965864
2456,458.48489133787183
2457,527.9395085243013
2458,507.0533875730973
2459,463.32477027018047
2460,437.16758444757687
2461,459.62861630812347
2462,447.31303723880785
2463,514.7025416059195
2464,514.7970815945292
2465,524.8570277974607
2466,518.2684327263652
2467,558.2033599538826
2468,531.6549062904662
2469,523.5107727530049
2470,519.5179979241216
2471,588.4665940149293
2472,434.5320371143418
2473,475.24566312071784
2474,635.6119921967204
2475,470.3596465607002
2476,510.20527620250584
2477,523.973177518152
2478,519.0488472717984
2479,424.23167184326206
2480,461.51127400714415
2481,500.0613532997668
2482,483.0534772386254
2483,493.7339767350825
2484,566.6854811138436
2485,502.0228252065947
2486,485.8289252838107
2487,552.8025773757555
2488,534.3195561542856
2489,441.0193624085163
2490,518.61738676657
2491,456.53169935779044
2492,568.2533440226407
2493,490.0447558639631
2494,517.4245028437985
2495,573.1551229483308
2496,450.84119357158926
2497,583.3869986447179
2498,545.5493271587143
2499,622.2423478084656
2500,555.1477398925022
2501,543.8292495515036
2502,467.6669514402702
2503,538.2378467279018
2504,513.673111552745
2505,555.3443857555869
2506,500.0719178286801
2507,592.2707796957919
2508,519.893185492692
2509,457.9637738737297
2510,515.8407546075023
2511,512.1854064570637
2512,498.0805033899361
2513,462.91815319185247
2514,525.976605553032
2515,497.8296486657339
2516,534.1269703577926
2517,517.8878456100157
2518,510.19916643391036
2519,545.4775019157262
2520,580.8645019280365
2521,527.2628890070083
2522,614.2252027586612
2523,475.78588751284155
2524,578.0755271493101
2525,466.46390473571955
2526,509.2420284713568
2527,551.4745390666467
2528,593.126318762671
2529,509.6695721319338
2530,546.520691471635
2531,509.36741565817186
2532,611.4392312196876
2533,597.1846527665457
2534,517.6670054249167
2535,522.434862957269
2536,472.82663392430584
2537,609.3503537820646
2538,634.563809334368
2539,481.80769144616755
2540,472.66748598978023
2541,570.4141717921754
2542,545.9248543765922
2543,433.8922243039772
2544,502.31408682398353
2545,636.6690463347752
2546,516.1832719679143
2547,699.6772295560902
2548,574.5257882204864
2549,586.2034608219083
2550,582.4418316130491
2551,574.3653428101943
2552,537.7579175191968
2553,526.5776124433332
2554,639.6915816485905
2555,450.10658931163425
2556,428.0937513134445
2557,549.0420155223932
2558,589.793165204672
2559,518.7565180576386
2560,568.6015221852134
2561,648.0105926179349
2562,455.0429556827109
2563,593.9866238801502
2564,558.9762953469203
2565,435.639952447778
2566,515.7694137131186
2567,526.8648608039027
2568,553.0241999240233
2569,492.54616016633395
2570,480.23068585804134
2571,518.5820618379564
2572,444.9907417517244
2573,436.44646639374076
2574,628.7190083506184
2575,500.85265274491985
2576,610.4163424730558
2577,614.8892066383603
2578,504.94140651072905
2579,490.0949074945711
2580,454.0428633845456
2581,576.2242077569906
2582,476.3136837552417
2583,486.00477708698105
2584,565.5812814331939
2585,481.3844215742987
2586,519.6240149448278
2587,489.9442075947271
2588,473.45607398666573
2589,564.8815261196112
2590,551.969499618592
2591,574.9169424015207
2592,466.47648356351783
2593,457.54687353326415
2594,523.0604649555376
2595,500.5952752884217
2596,536.057311226378
2597,462.8259444907956
2598,512.0637214931196
2599,596.2492993391802
2600,473.12824424644344
2601,485.6866675953763
2602,473.7009418148199
2603,457.2474552507202
2604,522.8722748278772
2605,553.888754523236
2606,569.4090118892736
2607,522.6832595105166
2608,446.2196407629226
2609,556.5790288204946
2610,538.3441089802225
2611,529.8169552534606
2612,552.2148732293155
2613,465.3179310227906
2614,496.79874449597366
2615,525.7729925050503
2616,486.4104618775585
2617,467.63872364912294
2618,529.8094616427227
2619,590.303819560273
2620,485.7049136775495
2621,521.3524889512489
2622,445.0206696584256
2623,601.1711307985512
2624,484.802426180555
2625,458.3079822275382
2626,507.80511944353043
2627,535.1433448220299
2628,515.0574370366384
2629,558.4690225201969
2630,584.8167752138878
2631,515.3285152631714
2632,410.21950388520474
2633,487.1294970682276
2634,580.606052029969
2635,543.6614660743402
2636,544.2011733815234
2637,622.0177010609779
2638,525.6473037234987
2639,570.8356693091276
2640,481.03607933565667
2641,651.7332315856055
2642,466.3290327162012
2643,602.5593785344932
2644,468.1506466770203
2645,446.54215868464547
2646,647.8455776121707
2647,478.4399618883738
2648,529.5674475691532
2649,433.8957867877057
2650,582.3090365818878
2651,509.37969933190425
2652,504.935401754856
2653,548.0930027921347
2654,474.169593022629
2655,519.7860912878174
2656,609.234407850582
2657,514.6982417204715
2658,542.7464852137945
2659,455.3128817922536
2660,510.79850793152264
2661,633.7061804369291
2662,649.0787539468082
2663,450.90064694252237
2664,616.0510877216987
2665,596.2415779743715
2666,439.10735466115705
2667,446.60995826607245
2668,550.5941015952315
2669,495.4250967968445
2670,450.85187666403067
2671,540.6789286013116
2672,573.9729162025802
2673,459.08813842448234
2674,536.6522196522681
2675,497.14338605489235
2676,569.4913553224305
2677,525.3456686851289
2678,526.2099149203368
2679,553.6608931053825
2680,614.3172282900512
2681,431.00586201309767
2682,508.19813370392524
2683,519.6294785020877
2684,464.9970652813341
2685,537.5790038857597
2686,634.787907297273
2687,506.4587313899052
2688,533.70100656532
2689,449.79494410679337
2690,608.005978388352
2691,527.3338738294343
2692,483.4117862221858
2693,548.9492813801644
2694,591.7784519763982
2695,547.6811591386701
2696,514.7087460997938
2697,558.5730302392742
2698,464.7400982556758
2699,642.9693387658862
2700,513.6626387697163
2701,478.0813845770497
2702,506.7758916459185
2703,472.6643722485276
2704,459.0463225276596
2705,543.3984969295074
2706,498.7050219696707
2707,495.8986508715708
2708,534.7903818907702
2709,592.648751647637
2710,512.1358017360566
2711,602.3563950214245
2712,518.3499004829741
2713,591.2234921448601
2714,560.2386179197306
2715,532.5213299025113
2716,469.0381044302153
2717,451.5150797174873
2718,466.66790467882686
2719,494.6324765376564
2720,559.7710726965711
2721,608.0858571725425
2722,583.5538105457115
2723,532.920999125006
2724,512.8178424131354
2725,528.9591559664073
2726,508.6025154915717
2727,598.3217844593473
2728,480.31204127098437
2729,554.2073053392938
2730,442.00082507182606
2731,682.1419369451175
2732,441.09296709247513
2733,521.3662922087923
2734,499.63942598009214
2735,535.0055333536579
2736,575.6650089837277
2737,546.5623596322257
2738,534.9526987801551
2739,525.658058695003
2740,510.06414114463286
2741,541.4471695415382
2742,518.1254132638218
2743,499.3618250281583
2744,478.8610061121407
2745,532.4653210657674
2746,500.25903354156014
2747,577.2703604004131
2748,573.0359341290214
2749,635.8017422848836
2750,554.855700393179
2751,584.9541079821346
2752,617.9587482616944
2753,478.57360516833444
2754,627.9419964470565
2755,524.6966639617015
2756,488.9210673898511
2757,473.5543122364349
2758,513.4533613626506
2759,562.5649169570097
2760,468.32345546231045
2761,512.3773777182562
2762,577.8078344229414
2763,545.3625729011035
2764,579.9550823035408
2765,506.0599258524691
2766,452.63428013242685
2767,599.4176328079676
2768,565.8101048035185
2769,512.3133532991583
2770,546.0798704127302
2771,481.90179822858266
2772,424.52066695490635
2773,572.0783355074084
2774,593.3473430552292
2775,450.359223651457
2776,530.289947325324
2777,564.2842030599013
2778,518.033788310038
2779,507.70687359509037
2780,611.5545575834342
2781,435.0379625035814
2782,547.6696097031605
2783,480.0209192364365
2784,545.2896672307846
2785,478.0066023752107
2786,451.4528597281442
2787,597.1619535906007
2788,549.0605979902458
2789,447.2374617060847
2790,433.84136965902945
2791,595.704678931484
2792,557.6447022566435
2793,547.530582522368
2794,438.73855128404114
2795,488.91551159466684
2796,545.2849301293047
2797,554.9468667111937
2798,544.6614211593799
2799,469.98701474258814
2800,495.7959171817421
2801,465.65634524940646
2802,586.8957530008793
2803,456.86287063852484
2804,460.90870705014544
2805,592.8788548889522
2806,627.4174063540116
2807,603.938730082504
2808,552.5665631143858
2809,628.9083095289154
2810,573.4388835389357
2811,489.4032923245112
2812,557.1788585414822
2813,487.9726411777256
2814,442.01791120978055
2815,602.5203602895382
2816,488.49969827676694
2817,545.6195324262612
2818,580.2625150667077
2819,515.2984194446568
2820,501.9635020877928
2821,526.5301379480898
2822,555.2299182753641
2823,591.6125449155217
2824,562.0981919444657
2825,603.9360077554782
2826,469.0413288239371
2827,520.0496746584083
2828,535.0772385499795
2829,536.675657943194
2830,446.8149784313574
2831,577.3624444136905
2832,600.4935561091798
2833,591.403721129742
2834,626.1103140535502
2835,495.59469050929033
2836,508.7730852995431
2837,531.1059743731657
2838,532.4601861303186
2839,455.22227310667625
2840,477.75829471425766
2841,540.9386301554212
2842,485.03364338146895
2843,515.3116347503025
2844,648.4589167501546
2845,505.1627793039063
2846,457.8040374547914
2847,588.6169164337563
2848,518.7237113180703
2849,588.0707210109993
2850,562.1899552026185
2851,597.013031630428
2852,624.9381099454962
2853,483.7561357632886
2854,627.9443109560502
2855,574.6061183199611
2856,556.7814131980916
2857,528.9677823808245
2858,524.1095529010317
2859,569.1379823448414
2860,448.1886021775738
2861,508.7470440097132
2862,570.274028754787
2863,580.4259480817731
2864,488.7478343856834
2865,525.2967733523312
2866,486.505835274726
2867,584.5632751351667
2868,637.7511205972818
2869,648.0844606043514
2870,510.7793725587584
2871,459.20726993531326
2872,532.0201465828832
2873,490.0677223444545
2874,511.3365501545369
2875,552.002275505288
2876,520.097735133875
2877,505.3994593420846
2878,687.7267475668516
2879,537.979536705313
2880,537.3279204655976
2881,464.37926827189824
2882,559.3943322455877
2883,463.60143825375053
2884,580.4459831452456
2885,446.95446289592735
2886,611.6059660558254
2887,479.31369030390954
2888,533.2973187230325
2889,616.281173208668
2890,613.8238619546647
2891,516.0340210526874
2892,522.1176946928982
2893,484.6983277097795
2894,475.56900941268725
2895,669.3784207308512
2896,579.7289595676018
2897,568.1235019621679
2898,435.98765000154697
2899,539.2901578690221
2900,537.0480110162504
2901,537.865993704866
2902,572.4882438585837
2903,484.6417482884424
2904,570.7258384667307
2905,571.6300843970512
2906,534.47447302907
2907,566.050695144118
2908,475.33771911553293
2909,504.7509391422782
2910,489.1492588799637
2911,589.3470094779873
2912,515.7176404986055
2913,620.0094676515637
2914,472.88235554739316
2915,433.90297854199116
2916,576.2087320602767
2917,471.54383433877103
2918,534.6412288160294
2919,477.2668150384037
2920,557.451327740139
2921,498.65850769940914
2922,486.52828789985665
2923,544.5215585061362
2924,510.24005431210105
2925,543.430405522928
2926,627.2745109554685
2927,552.4007394259745
2928,522.1901566764329
2929,565.2787445469323
2930,443.91146229952795
2931,559.6992678313961
2932,569.9892221234868
2933,495.1853151875481
2934,566.0999249703868
2935,481.8145864948352
2936,648.2991160055552
2937,600.0107305793869
2938,440.471002602638
2939,555.4918192183593
2940,569.3297358794438
2941,580.3123977693751
2942,630.865242892176
2943,547.6779199337893
2944,494.0197298087862
2945,623.7664005292023
2946,517.2382583529375
2947,559.9007151304552
2948,516.0278838389892
2949,582.9831549490867
2950,648.1525297841016
2951,503.3829537223721
2952,553.6965050425472
2953,431.35016913998027
2954,498.00578190658723
2955,455.04255840723124
2956,546.8885674464016
2957,504.39580709305153
2958,596.6793947593662
2959,559.747133821947
2960,545.7102435144633
2961,647.894741983049
2962,508.6704145812403
2963,444.098274315956
2964,495.6763257716028
2965,490.8919009445747
2966,443.4027821679733
2967,514.5101705849537
2968,508.05706971126176
2969,436.95142818066194
2970,543.155456517117
2971,686.4819987685661
2972,546.0220238270208
2973,514.1687224366717
2974,562.2133068971443
2975,569.710597781595
2976,557.2885052947681
2977,490.80009254239695
2978,609.8197687024774
2979,531.5321604623084
2980,560.2739629824773
2981,608.6488814058806
2982,596.2821057771475
2983,424.63333514161656
2984,470.1827161310157
2985,544.0612078780863
2986,504.08488134652964
2987,455.62505376647636
2988,434.02938608951547
2989,482.4115598768492
2990,550.3951563465954
2991,609.9228707364568
2992,555.098081751662
2993,533.8543535391302
2994,501.7801141531863
2995,475.9160571878218
2996,630.3728995844062
2997,460.72929262133647
2998,513.7279974391682
2999,557.5105014805733
3000,512.3415735125523
3001,679.5490181062969
3002,528.1340776942313
3003,490.1221361731946
3004,551.0357156388994
3005,506.6148861473514
3006,548.6961682348021
3007,528.2140094732042
3008,545.8400408354555
3009,624.3807997034075
3010,528.5848248032554
3011,634.319968042241
3012,586.6514407849079
3013,506.7732477240329
3014,659.4968427473948
3015,473.994132408629
3016,535.2028492890108
3017,433.1651371077571
3018,636.1727937549496
3019,516.8672855011055
3020,546.8373693686243
3021,573.0555640309574
3022,499.7327794484182
3023,615.4145125451411
3024,513.3118243021883
3025,543.5429638918906
3026,630.2475853775162
3027,524.875911822537
3028,505.4152093505446
3029,516.0250101751404
3030,580.7840242125646
3031,472.82564124941706
3032,502.76480853781175
3033,465.72185435662675
3034,497.7943643916053
3035,460.07578996389066
3036,485.3577956671361
3037,491.2686890972062
3038,441.79718725461004
3039,562.0874452937428
3040,510.25156965699375
3041,523.4299524830037
3042,476.228039553294
3043,502.1686730617946
3044,474.80955026542176
3045,432.26905911801776
3046,470.2262263686777
3047,537.890050340797
3048,468.1936691170216
3049,433.46652408530485
3050,531.093517000191
3051,470.6241323269478
3052,488.13324477060144
3053,598.7323837459768
3054,530.4801971456264
3055,493.741124813169
3056,454.0602187219731
3057,552.2118614011429
3058,427.3669407723737
3059,481.9691720420508
3060,529.7709151923355
3061,521.9945619840951
3062,459.72451674058703
3063,468.5812719329628
3064,591.2412791452587
3065,554.7467056290461
3066,575.1147200902042
3067,560.4613615147958
3068,464.9954006988074
3069,521.9232139304311
3070,540.4256627774687
3071,532.0777616480783
3072,525.4990591885148
3073,525.3515404096922
3074,538.8314832600804
3075,501.4202081251496
3076,468.9217026351448
3077,568.9087165037606
3078,666.6997627477225
3079,564.985015987037
3080,610.5348272404009
3081,576.4178995382449
3082,547.8684098891749
3083,571.0886492728011
3084,520.8745315696415
3085,560.8195483575489
3086,486.3267474581719
3087,451.1634946144489
3088,528.5729143878954
3089,435.271339986164
3090,532.6775453537607
3091,660.6083323698581
3092,448.0296942393087
3093,541.4660405884975
3094,590.9288393579438
3095,531.5715741224942
3096,453.4967780271621
3097,536.5498946865462
3098,490.2149817918537
3099,484.1163973268823
3100,503.2750703540398
3101,676.9622482052515
3102,559.0634334471995
3103,585.6745220188766
3104,656.5816877708584
3105,526.5865622808153
3106,553.8778274425532
3107,470.91507299531946
3108,525.4952677589582
3109,454.5687253881125
3110,550.4813925850073
3111,551.6977101393168
3112,605.1320003857766
3113,513.674872999316
3114,458.32401910759165
3115,466.6243418770987
3116,549.8856742770242
3117,580.2142930021622
3118,535.6098230411591
3119,547.4272320471032
3120,493.9092235647193
3121,475.50069183819033
3122,555.6458844765746
3123,558.4165523569591
3124,587.052110933889
3125,462.45975075900776
3126,486.0382510664108
3127,505.077296940593
3128,581.9131644528662
3129,491.2245246859741
3130,528.7963705922568
3131,454.055627403891
3132,591.5289830698698
3133,538.6101760878577
3134,490.6645746875691
3135,477.68069939344275
3136,611.360774958614
3137,648.8123964442883
3138,507.15267852068405
3139,446.9402018857403
3140,449.4573501350763
3141,454.0312033341317
3142,626.3881936797302
3143,561.0676294611069
3144,453.49673643790715
3145,499.4485431924073
3146,584.0373582714626
3147,475.33236781220137
3148,574.2707168468979
3149,534.521213257887
3150,487.71968712016354
3151,531.0549465858912
3152,531.600612476623
3153,478.00148257175124
3154,552.0076444781178
3155,568.1052913304793
3156,584.530883807752
3157,583.2739638337719
3158,575.2592260786139
3159,531.445509111164
3160,472.1657767677896
3161,621.7932247986527
3162,451.8333377098038
3163,539.3516016351762
3164,527.1734702725453
3165,486.2808176190006
3166,463.66769912993203
3167,434.5363443191768
3168,556.0978223982675
3169,487.2337454270529
3170,616.6250483261773
3171,594.9885586233235
3172,437.7479702632087
3173,478.70186240891644
3174,409.33954331041105
3175,471.90222509451075
3176,465.308943624642
3177,601.8285428914977
3178,576.4142713153685
3179,552.0203703599852
3180,473.12503089818847
3181,604.5765897534382
3182,523.7675663041621
3183,599.8101204376626
3184,510.07004512995
3185,428.236169623765
3186,589.7632291485123
3187,589.9476612984587
3188,527.8696426091402
3189,531.023817347472
3190,526.9334102498107
3191,488.485400956195
3192,572.3856767395766
3193,507.78681352068656
3194,517.4602815296989
3195,632.359053949469
3196,498.9704774002752
3197,483.48860124339694
3198,432.12592553518687
3199,502.4657485817703
3200,577.120598666282
3201,519.9815736841256
3202,541.216082966326
3203,557.2361781307973
3204,614.5454743329544
3205,590.2049162529577
3206,512.7422422297872
3207,469.77309110083337
3208,551.1500208175598
3209,575.0637338528538
3210,424.76064558676796
3211,592.9598071556009
3212,543.6780090055715
3213,673.5475267232763
3214,589.780301465034
3215,548.5525926485676
3216,506.54019484288966
3217,573.2780748510077
3218,514.879389505435
3219,502.93631052124
3220,525.9707615427966
3221,530.5364602720776
3222,472.5024420061485
3223,557.3550196494616
3224,569.9294027058108
3225,498.5325546629631
3226,663.3157342961068
3227,536.2649237628756
3228,562.2842424251481
3229,471.63008847937436
3230,475.96221542336815
3231,598.7512023819228
3232,527.5934504066387
3233,424.3890745295861
3234,548.5864940289171
3235,527.18777754288
3236,584.0809105542405
3237,532.6246630134942
3238,534.4900726144815
3239,492.04854785345265
3240,516.8956874153964
3241,574.3407735505473
3242,464.94775279383816
3243,500.77572364321514
3244,443.81788308964997
3245,502.4189721152427
3246,579.8425352879615
3247,525.1907470586594
3248,568.292624621261
3249,560.7047306808493
3250,457.031887539144
3251,568.5860354494939
3252,429.0994527472451
3253,571.7896448201375
3254,561.4681508325269
3255,531.5799821524652
3256,555.1949850068888
3257,471.59335751814854
3258,582.0827544985368
3259,604.10861662915
3260,494.5666916928145
3261,571.7953406207897
3262,456.22926989148226
3263,561.4686483921053
3264,531.8857034726041
3265,515.7815322894136
3266,622.7539728860062
3267,501.48396501332365
3268,474.2901908652959
3269,571.3575106057056
3270,573.9221131437299
3271,499.0327975289588
3272,583.4789292301191
3273,550.5631745760713
3274,473.1708335865095
3275,543.8555036669861
3276,589.225796044201
3277,554.6089741240199
3278,481.8204523130582
3279,472.9387662651415
3280,549.6253161135926
3281,600.333720481533
3282,593.0331189468483
3283,462.4842625968365
3284,456.63260387718447
3285,476.57657972353593
3286,546.4095495774379
3287,422.7681125177849
3288,558.711334563176
3289,466.383998945289
3290,511.2552642446257
3291,546.0897839543009
3292,488.9734753664685
3293,477.5026385862799
3294,499.7800656042323
3295,515.1380909962098
3296,571.0361976586472
3297,557.8949649145056
3298,481.7408716078767
3299,569.125717934313
3300,526.5102593293045
3301,461.1875055911953
3302,501.36457679488996
3303,492.7295601038096
3304,490.60675879511905
3305,600.8363014240684
3306,555.6199377880976
3307,530.7399503971704
3308,503.3593356280535
3309,534.3347422194211
3310,545.9543405537031
3311,543.3164396558604
3312,606.4959267596367
3313,503.2356209619816
3314,687.6912054121275
3315,542.6586039943334
3316,550.8798004391551
3317,584.44510500918
3318,550.7293105423344
3319,539.8348249001127
3320,537.6502497203182
3321,520.890047202007
3322,557.1312540938172
3323,569.0846702690205
3324,504.8216016069395
3325,541.3675161730278
3326,507.27226508389447
3327,558.8378066213427
3328,551.4346651789397
3329,518.9007198958659
3330,480.60331792016405
3331,465.5503442839369
3332,608.0778248265125
3333,527.0184110323025
3334,617.9569670824603
3335,539.708655620756
3336,524.6648340692968
3337,477.96171572141697
3338,560.7867240670162
3339,658.8557417972902
3340,556.3419669970579
3341,558.3788016522122
3342,537.7747412374786
3343,448.1849897776338
3344,520.1168836978269
3345,585.0398979303914
3346,582.1775289283564
3347,519.7659915890479
3348,604.6666061645524
3349,441.14880101020583
3350,434.63353936049396
3351,540.5422955922925
3352,563.9826755355842
3353,536.8971051081835
3354,597.2105698931362
3355,545.127851735877
3356,474.373337991179
3357,456.93968942596894
3358,551.4077630567962
3359,583.8566320396786
3360,485.8508524813785
3361,590.34586671733
3362,470.26446788080045
3363,484.45252167365754
3364,491.87741291549
3365,486.8005037340097
3366,563.9273370337298
3367,559.0822218250555
3368,640.9034000702807
3369,476.43676057499135
3370,462.3834576503187
3371,590.0396814553704
3372,654.8997708899121
3373,583.4328669300869
3374,512.9847993398387
3375,540.4235956559048
3376,550.5594039037453
3377,464.4969229356858
3378,521.2496809931572
3379,607.9474423474921
3380,468.44838113385435
3381,583.5437893419382
3382,512.9014709294769
3383,552.4555709007368
3384,634.8730232901515
3385,488.42240746909266
3386,546.2749127291679
3387,517.1315479328217
3388,520.0144894531957
3389,575.136191465471
3390,471.76421508793453
3391,546.2941821984641
3392,462.9398694486045
3393,560.8142837478022
3394,543.0189954605457
3395,582.3733227164645
3396,589.1974020217776
3397,444.01711320075214
3398,501.6452462820885
3399,501.3612972072829
3400,484.53588654763155
3401,495.4365392424638
3402,601.7651907082189
3403,490.06608292257624
3404,554.3689629090627
3405,603.1097888918505
3406,589.1690556252406
3407,520.3390112258263
3408,538.4425368116495
3409,576.7322898350076
3410,540.5800981669931
3411,468.27682547472637
3412,445.98681219272964
3413,543.6544781711901
3414,561.2073456207005
3415,476.5165533022542
3416,511.37222207014634
3417,573.6931245288039
3418,488.2926648852038
3419,499.1592061515737
3420,473.4887260246638
3421,510.713380179104
3422,528.8704274034752
3423,462.92983569018884
3424,517.7407961179046
3425,569.528769398585
3426,626.5915603630881
3427,531.9681955365738
3428,583.2485496697459
3429,512.3725649658884
3430,495.4686871195493
3431,458.4781406457696
3432,539.3554267140207
3433,532.2355965639783
3434,542.9790051439895
3435,531.601375763939
3436,573.3255401049275
3437,499.3124854648694
3438,499.21473977845517
3439,468.49115745808314
3440,579.8421571152039
3441,503.0459567731591
3442,636.268347905894
3443,560.675738764894
3444,595.9185076397764
3445,460.4865755272005
3446,484.06240653403097
3447,552.4496391813702
3448,621.384329443106
3449,490.16714957682404
3450,530.7969918682966
3451,492.7144598267119
3452,607.0591148041289
3453,548.4165633298214
3454,591.275483011791
3455,632.4411122535928
3456,498.13491427963254
3457,630.3863854428016
3458,548.639215287012
3459,433.3641735468891
3460,473.1636146504758
3461,615.415370618867
3462,599.4531175418438
3463,545.8576386909394
3464,611.9550428047639
3465,648.8074629084343
3466,437.69263643441343
3467,565.6205142004919
3468,571.6578976301862
3469,465.43276654510043
3470,520.9470498795006
3471,506.3706746520345
3472,687.4016299701902
3473,543.9608425756637
3474,455.6373703526796
3475,543.5505348586262
3476,595.8324863104447
3477,490.15776999925106
3478,492.22447258796774
3479,508.9596555119231
3480,550.1001076738964
3481,514.9702395412542
3482,593.9887689617564
3483,459.0308941788852
3484,547.553352662949
3485,648.6844894261914
3486,440.7891734046174
3487,551.640103312602
3488,514.6507761981198
3489,490.8324595985392
3490,492.1206846926079
3491,550.4034149286226
3492,525.070997995746
3493,426.21928906412575
3494,681.9827775510139
3495,521.640890721028
3496,500.10746442803105
3497,624.387045893478
3498,544.90303030319
3499,433.83460333885614
3500,465.08517785391905
3501,477.7475906226538
3502,538.9733278640899
3503,482.1374617155305
3504,493.5427014026433
3505,495.3660389826723
3506,519.4750509655762
3507,569.6322106916963
3508,480.7755124485948
3509,570.9493579351571
3510,592.5489275810565
3511,555.7593227414658
3512,543.3016711214646
3513,526.5824280931715
3514,457.5394179994899
3515,475.07292518533507
3516,472.96175696366373
3517,574.6430066488822
3518,523.6437149659666
3519,554.7110969648994
3520,504.68324930187987
3521,611.7841668263553
3522,611.8863675975597
3523,507.6503509706946
3524,509.17950158276324
3525,630.6059634254511
3526,569.7199995974713
3527,533.2124796331085
3528,567.5421312383146
3529,594.9291480513865
3530,482.6955685943726
3531,584.1369381961631
3532,421.16637744660676
3533,577.1834522345014
3534,529.0810991787945
3535,459.6296505882327
3536,570.0761821357629
3537,558.3310549157094
3538,501.1850567323784
3539,599.5424551157442
3540,578.1427806907019
3541,471.0905178274933
3542,455.7651615995441
3543,442.63678895186786
3544,444.9683760716252
3545,473.1427243842457
3546,620.2422300665837
3547,518.6647439246603
3548,612.9780493638135
3549,535.3500810464045
3550,533.3050714605273
3551,528.2868985487512
3552,528.9341291272528
3553,503.3828385574915
3554,501.8324525959101
3555,447.38462751477414
3556,484.2813157573253
3557,482.1683131694198
3558,573.4895684183994
3559,483.4025056732121
3560,478.4740682483184
3561,575.8131728506825
3562,535.6479374212945
3563,471.66702629406626
3564,435.8970167243451
3565,627.7555734264838
3566,566.9732834713018
3567,522.0431803704871
3568,443.83461794733114
3569,474.7817578369012
3570,521.0333493681787
3571,531.0735911028138
3572,592.1422461112235
3573,419.3360800317687
3574,513.3856195484451
3575,551.5277417844358
3576,587.6559305449842
3577,493.29959694702796
3578,575.3852669859215
3579,519.1581100879433
3580,562.4262117649763
3581,551.8985379762416
3582,427.59973842892776
3583,577.2741650123108
3584,615.7597071295345
3585,500.8004467422897
3586,467.65333358915996
3587,589.070167607837
3588,551.2313740702787
3589,466.25439006471584
3590,542.563151676093
3591,514.6551931725382
3592,522.0869334097105
3593,530.0044239995574
3594,472.28478032014135
3595,482.8929585323919
3596,582.7672775872851
3597,617.7515104195004
3598,514.8639461489639
3599,565.4135062883686
3600,534.0617585188155
3601,460.8327942020162
3602,577.96045464483
3603,453.16791802954583
3604,449.66927485773584
3605,545.0384395898055
3606,475.62743000019606
3607,496.8506747691989
3608,469.96551585721966
3609,500.00700451365606
3610,610.9712809499098
3611,488.7398811198113
3612,477.701950592392
3613,496.1333207472991
3614,460.79407615706214
3615,551.7761118709653
3616,466.95478592281717
3617,650.0924863046831
3618,456.2364861941935
3619,569.7783694193404
3620,440.309877105821
3621,555.9898082859752
3622,524.7504464951589
3623,478.785504080254
3624,540.9948158717771
3625,537.5636732654013
3626,491.25270910717154
3627,545.1832465158918
3628,552.556491672046
3629,541.2396978463905
3630,511.06525547460274
3631,585.0752439710442
3632,571.959286230652
3633,647.7869596109978
3634,511.43563352611784
3635,542.2890535808466
3636,617.3153108281881
3637,545.114869876157
3638,589.1408517274621
3639,560.4384152188958
3640,604.0037552283355
3641,589.3548017778913
3642,525.3730700980313
3643,523.6302392209553
3644,608.0704246352363
3645,630.6078339844179
3646,486.51482268213715
3647,508.26468276540663
3648,554.0811772744877
3649,538.5801361605788
3650,631.7885264524532
3651,561.8151478570301
3652,408.3971497029136
3653,558.5206853039595
3654,638.3878788258068
3655,435.2352282046649
3656,613.1688140371152
3657,481.80015000265854
3658,452.67102121682706
3659,569.0228928769193
3660,593.422725538539
3661,464.2688052742062
3662,519.3623556886082
3663,548.7827053369417
3664,455.88880886404246
3665,576.5685632831087
3666,455.2400464829889
3667,501.03715636225274
3668,525.5148168530725
3669,477.2864987201815
3670,540.6520353573567
3671,632.0496155855614
3672,492.18863870450184
3673,554.1004499280994
3674,530.4147060498798
3675,562.0689522608072
3676,441.05336751753396
3677,625.2450311253549
3678,526.5715254034551
3679,483.882281771066
3680,590.4462838100117
3681,554.2405444034582
3682,592.294551808485
3683,437.52217869319395
3684,573.7332172590603
3685,573.0789689709188
3686,598.1825681339806
3687,482.6497672345789
3688,542.127829603734
3689,506.74393436355365
3690,486.92705932331046
3691,549.8909991094658
3692,630.2395299030263
3693,612.8502729615524
3694,565.0685482784259
3695,561.8286422772935
3696,479.9804621724702
3697,515.2839056727024
3698,445.9528476433823
3699,531.730989631936
3700,514.0315377342067
3701,531.248524885885
3702,538.2839916871712
3703,666.0488285272157
3704,555.2377560584093
3705,605.7108569923719
3706,577.279783523051
3707,480.30684215312374
3708,529.0032500586864
3709,572.5688741348346
3710,579.3511856208113
3711,424.2969719730356
3712,451.4974078193247
3713,583.7004520962287
3714,529.077334096202
3715,553.1215626354117
3716,531.1287843729189
3717,618.2987481603764
3718,537.2469797305977
3719,589.54146012571
3720,477.2884349871818
3721,483.398710480968
3722,524.3456746661071
3723,496.09170968695196
3724,598.218140769016
3725,562.9860647526021
3726,526.2177176656584
3727,525.9900997757247
3728,535.3314314098243
3729,595.0612378880883
3730,555.9356408676169
3731,557.4718414912593
3732,590.3279689506019
